TrumpTrue,Y
1,-1.515705860165893
0,0.22780855626010518
0,0.2809105005027834
1,1.1747785435866376
1,2.486085020750724
0,-0.16033881392541802
1,1.0626969729133022
1,-0.5773168035919877
0,1.105920516504518
0,0.2877423952157234
0,-1.191776131993568
1,0.3298426269114848
0,0.5260697073537158
0,0.3904734087148275
0,-0.2716372409774815
1,1.4787594988053208
0,1.1453573071871106
0,0.6940119626496983
1,-0.6907834489348241
1,-0.3872077366758404
1,0.8275402706560829
1,1.7116609032146606
1,1.0380375161710553
1,-0.17532418558561705
1,0.1655624028669294
0,1.24305298192177
0,-1.2906545948871746
0,-1.3964066555439378
0,1.057770464726677
1,0.14480539428355801
0,-0.9326474800235675
0,-0.18161843552734758
0,-0.3425562088338269
1,0.5118394036800131
0,-0.1169712746724452
0,0.443515218427292
0,1.5920204890662568
1,0.20000450731823863
1,-0.09788445349925454
1,-0.5048492508800447
1,-0.46777529562405074
0,-0.10015917937291328
0,1.0283306884703831
0,0.7959715261946323
1,-1.4722364678292141
0,1.8802631060530215
0,-0.5437152464211841
1,-0.540788857164891
1,-0.16647178784796213
1,2.0620633871003924
0,0.6431945337132562
1,0.23365844536727295
1,-0.5797810386034279
1,0.18247735156870099
0,2.281682859867609
0,0.8743269247635026
0,-0.4408599787703132
1,-0.3417171131037666
1,0.6069276754381422
1,0.9646459921940493
1,-1.146995951710264
1,0.39114464429766943
1,0.7232818431864552
1,1.2611001766527659
1,-1.2043836956166452
0,2.307086530081442
1,-0.40541001742640403
0,-0.4380921870219071
0,-0.49989677767906826
1,0.5876468396536647
0,-0.9265415942366741
1,1.7369822244029969
1,-0.4595495475067286
1,0.125821968132261
0,-1.119946569666631
1,-0.5218869544795318
1,-2.0134300523074233
0,-0.028708399552321785
0,-0.10314245756045763
1,-1.761313157311081
0,-0.18516672021871816
1,0.5040768212246709
1,1.354566764584036
0,-0.9079522034831508
1,-1.8180445887604737
1,-0.12273289695541043
0,1.7944860170295622
0,-0.32050951349092266
0,-0.4712755193759503
0,1.0840724274617004
1,-0.3792232757502017
1,-0.362273884318325
0,-0.6810706676028542
1,0.11520778357099616
1,-0.017574698980016377
1,0.16263515578167492
0,0.10286154020527016
0,-1.5574807195447447
0,0.6488469453773529
0,-1.3922764362215363
1,-0.3006567496913249
1,1.2514152999637402
0,0.5953895565301633
0,1.5321194494089974
0,-0.47974277914062624
1,-0.5550701713386531
1,1.1756248405802818
1,0.1504690426078281
1,2.0770090791481937
0,-0.9205180351443191
0,0.7333016955003864
0,0.636084384463523
0,1.1913156415503037
1,0.6239281257844168
0,0.710681174935173
1,0.17594856160659927
1,0.987199201908642
1,-0.4631470123155622
0,0.9341173271268801
1,1.8870011310665191
1,-0.6898066078289437
0,0.7169172133434307
0,0.4424761194720129
1,-0.9315108631513743
1,0.11266588034477104
1,0.9070422622058512
0,0.7727500390314809
1,-0.860429082464025
1,0.2826220572917287
0,0.4798943614079208
1,0.9247609223669715
0,0.057411345133772995
1,-0.5565917431877235
1,1.1223456942738619
1,-1.0715329662258768
0,-0.6342603165793064
0,0.7721295152857826
0,0.33299833748136404
0,0.15186976913679096
1,-0.8000355990878764
0,0.9167467010435738
0,0.5784624302421033
1,1.9545905197344937
1,0.700357717878425
0,-1.3837410115960227
1,0.10524326105808149
1,-0.0886615273698155
0,-0.15683869431845943
1,-0.19888683683172326
1,0.16476731075355697
0,-0.7391113784814569
1,-1.589668599472204
0,0.4083740814830096
0,1.0947519148794684
1,0.4603239226298264
0,0.29521594428855863
1,-0.7685010027289887
1,0.8624625806951269
1,-1.9681491622836809
0,2.0358269365383714
0,-0.5539141750490377
1,0.7135117146557048
1,-0.4576180172565694
0,0.1078503640567191
1,-0.34239374699051756
1,-2.002653896595501
0,0.6282770243849352
1,-1.0691363214459066
1,-1.1496944782379561
1,-0.4860137393798618
1,-0.2856683456485974
0,0.3517154057098288
1,-0.5110036230950351
1,2.682787940292685
1,-1.5398378144932878
0,-0.32604441662116135
0,0.4855517405521651
0,1.0881990805676394
0,0.6289603142787802
0,0.8466387831664968
1,-0.6931988866936714
0,0.5952499146229366
0,1.3028045418085767
1,0.4924821669743467
0,2.3946809225908092
1,-0.05939134613500154
0,-0.33043827775836704
1,-1.720798089653387
1,-0.44018688038573034
1,0.5133014056010745
0,0.8965547239451146
1,1.3971301644324212
0,0.2203102210926203
1,-0.569023143979162
0,-1.3185042818966368
1,-0.18218311797345813
0,-1.0267599352093006
1,-0.19992671407870502
0,-1.387912809007684
0,-0.354351970493869
1,-0.6319027944549395
0,1.0193081329782692
1,-1.1696097911484176
1,-1.6857357218488684
1,0.7843742585875035
1,1.505890184197978
0,0.7732501154784233
1,-0.14216649334984452
1,-0.8586556466535579
0,-0.20955783203154624
1,-0.3948989040321151
1,-1.200887944471744
0,0.013218271020361595
1,1.2879669272789571
0,0.8544931502416273
0,0.35312621548992607
0,-0.05712070886399012
0,-0.979311909412939
1,1.090262908164739
0,-1.4370520646669036
0,-2.1431518079395637
1,-0.06251267607223276
0,-0.423203901284293
1,-0.35449301510636894
1,0.7251287760292471
0,0.5392515767507919
0,0.6641968457969074
1,1.0906690619764983
0,-1.268311845633341
0,1.7490722376434742
0,-0.8534813761520919
0,0.30959150021116155
0,1.8739080787231819
1,1.628865159116666
1,1.4133772534344862
0,-0.02163331487861539
0,-1.4585243788912094
1,-1.0692713683566133
1,-0.31669551380755145
1,-0.6841537073963396
0,-0.7176642697620765
0,-0.235847506888119
1,-0.6395052389418693
0,-0.5160835504733431
0,0.09250473042397364
0,-0.99077848519432
1,0.7181741659230169
0,0.9464727291521627
1,-0.4578313822840669
1,0.009846404502042282
0,1.5183656317729903
0,0.8010172717583802
1,1.6168165154998853
0,0.7709584205150708
0,1.0314195607783336
1,-0.56579144690132
1,-0.029671411625188687
1,-0.7633080798701835
0,0.08387603852267062
0,0.5436091569432769
1,0.2350616684455662
0,-1.49736176944648
1,-0.7898182289261692
0,-1.1779776687072545
0,0.3122110325270725
0,-0.39255867067741357
0,0.2697530513671036
0,-2.072002754509709
0,0.09878646811873146
1,-1.0207165987381428
0,0.7133492388724929
0,0.7715476246924788
0,0.5557244678503329
0,0.941994389321688
1,0.8102673284076543
0,-0.5173126791403467
1,-1.445273827787141
0,0.7144915545379406
1,0.32185471121069686
0,-2.2768771190121924
1,-1.714426280390934
0,-1.2940803989992369
0,-0.07891559523088236
1,-1.399616628141922
0,0.6550819248370613
1,-0.5098842031055082
1,1.5462260072383187
1,0.42670669701519126
1,-0.13047151806063548
1,0.4218486839114646
0,-0.9332315796356578
1,1.44600134100554
0,1.0504320880946942
1,0.24656742478632931
0,1.9332332120105817
1,-1.465328836015674
1,0.8094854939066328
1,1.2041352438850543
0,0.49667022977302494
1,-0.1555769604580132
0,-2.0599019088806134
1,1.0852010608191114
0,-0.42664447660925076
0,-0.07137095229917986
0,0.9864059854618903
1,0.9890603368097399
0,-1.155704929020448
1,-0.9875241179750905
1,-0.7077561425985495
0,0.6889901614530497
1,1.0795108333049965
1,0.5023965354119908
0,-0.4405872142358492
0,-0.14372389323964882
0,1.386266436537204
1,-1.123781344264862
1,0.7798217865586777
1,-0.10707143521518031
1,0.48964633146321396
1,0.025048705709673113
0,1.0315142071519954
0,0.5306986623196168
1,0.0704543980031066
0,2.264794296344822
0,1.250852047704302
0,0.2715763096427194
0,0.7754927464429628
1,0.11714786294246662
0,-0.6912452244029104
1,-1.7231656421749533
1,2.0646626434668462
1,-0.4393005609164685
1,0.5890913674677499
1,1.2647960650206245
0,-0.43905345202071167
0,-0.27780717038883607
0,0.5191532795683534
1,0.5281293715720198
0,0.03321863503721873
0,-1.055792995820486
1,1.2890916785482698
1,0.7627356697395726
0,0.18191598479184903
1,0.8047846591610929
0,-3.2438780417145208
0,0.06345245067724163
0,-0.42284072499079706
0,-1.9602121989501975
1,0.544841562672303
1,-0.9840126591423966
1,1.4161978768709411
1,-0.14176879838124332
0,0.6665774635399759
0,-0.5786376267941368
0,0.8224303629397134
0,1.417210238528878
0,-1.5740515535329402
0,0.6180252017741492
1,-1.647693259864503
0,-0.11459238711808484
1,0.2595712329097514
0,-1.0921703583727176
1,-0.33095209094322336
0,1.4968183852604173
0,0.8953340899307808
1,1.034392917277701
1,1.6303646903988722
0,-0.315632422454114
1,1.0017368781525555
1,-0.6025540872865884
1,1.2482320541391096
1,-1.1283534281500969
0,-0.8302304421891434
1,1.7480753730076135
1,0.6089156904115343
0,0.32922480217294153
1,-0.18030477957943608
0,-0.3809681075019584
1,-0.07465455945163525
0,-0.08849814121080388
0,0.6822064694931605
1,1.7013407816988324
1,-0.8399611354874934
1,0.17939463251273363
1,0.8114007356552774
0,-0.27624844629483314
0,0.8227272679281181
1,-1.3770957423000543
1,2.3011116012511175
0,0.33905924605095034
0,-0.04431667146832991
0,-0.713250820935838
1,-0.2651070503807724
1,0.7405986541993124
0,2.390075056017597
0,-1.2985165475343485
0,-0.09772971653143263
0,-1.1223615890718095
0,-1.210452479783272
1,0.08987509414735145
0,-0.5008535965972998
0,0.3342224582323795
1,0.6940760496121327
0,-1.2507138707111594
1,-0.5312112963470581
0,-0.27642931162922435
1,-2.169283370939404
0,-0.25765138294398965
0,-1.2750931128106138
0,-0.22196615627500835
0,-0.04650111352504659
0,-1.8764434240988483
1,-1.1135505702127515
1,0.39462292154676887
0,0.889791685743677
1,1.8957374832732548
0,0.3507901863733459
0,-0.6564249883756242
0,-0.9197082881740427
1,-1.2749795520997793
1,1.0274661973459756
0,-1.3606213962094926
1,-0.7764033948876191
1,-0.1278262329567681
0,1.2752871535163104
1,0.6105243547074932
1,-0.1371024475640856
0,0.6332249019953063
1,1.9230465563039787
0,-0.3362218685786753
0,1.1433115082905145
0,0.6152929408224083
0,1.2458589939757827
0,0.1467659701894747
0,-0.689459013746934
0,-1.0446015201818797
1,-0.19446241846187742
0,-1.01152545161428
1,-1.4329493979876633
0,2.3425369799350486
0,-0.9291827762337505
0,-0.4848466501421188
1,0.1305419862673035
0,1.803167661522677
0,0.665636213506207
1,1.3928987801759105
1,0.17160212057480104
0,0.03216932310685884
1,0.21255130734972708
0,1.2289565121830874
0,-0.8918870889396954
1,-0.5900014124419849
0,0.9318659647838652
1,1.4005074524354657
1,-1.4529357724014034
0,-0.4847789835202228
0,0.4975538059052047
0,0.6048712355375967
1,1.1892279139023718
1,1.449005287920579
0,-0.4129453097757618
0,1.111467201729155
1,-0.868501098995242
1,1.0597273967692302
1,-0.17666249181559723
0,0.44843173690269683
1,0.787487770033641
0,0.8867356008233572
0,0.3780790809616349
1,0.3291405518004243
0,-1.2571800528776174
1,0.4526730295245464
0,-0.6450666301060639
0,-0.49087866864336355
1,0.4086419098949283
0,1.5893606865808476
1,0.9898885654156363
0,-0.07038740701985396
1,-0.18787433237351905
0,-0.7139257323529286
0,0.055912202670212977
1,-2.32168058715495
1,-0.1232082627935578
1,-0.6440216665686157
0,-0.1676658290734399
0,-1.5107496802368154
0,-0.41472254897512684
0,1.49575151099107
1,0.19091871865047305
0,-1.1183901838938564
1,-0.45528474751905934
1,0.13054879007638806
1,-2.2858454587112993
0,2.3602080708251902
0,0.2592583123452771
1,0.25692271161556374
1,0.7807882945380626
1,0.561676047467248
0,1.437853817325308
1,1.7008775698310312
0,-0.8160259323428158
0,-1.94148645973249
1,-1.6960137427618633
0,2.2024729678824104
1,-1.077162909334321
1,1.5051126382213043
0,-1.0666371371795274
0,1.296894950755277
1,1.286711889211717
1,0.23366992646294035
1,-0.6370269150371201
1,1.1503142286433135
1,-0.5524882881865362
0,1.5618379904780686
0,-0.5850252127427769
1,1.3870723601476367
0,-0.6924002590523327
1,-0.7421508873783693
0,0.7043683007237501
0,0.01972831869406312
1,0.6413409050889562
0,2.7894867412834743
1,-0.9217307391794055
0,-0.3493789722027377
0,0.13711402747336082
0,-1.0521519939818988
0,-1.6538374836210556
0,-0.9197942540204698
1,0.7399981214731461
1,-0.7078248352720896
0,-0.7001481179262949
1,0.4857377762849824
1,-1.0086671844896815
0,0.9181772223048182
1,1.9309868994097699
0,0.2850277136634458
0,0.4460626571476591
1,-0.7105246628928931
1,0.28447946558189513
1,0.4825484074545349
0,-1.267514004440533
1,-0.9585475107989712
1,-0.8077747194822448
1,0.21188479326695098
0,-0.5268127626300986
1,0.19338346100714385
1,-0.4885260826508863
0,1.097430996186316
1,-0.1797435333581432
1,-1.0129724881725433
